1.513532958984375000e+03,3.827775298477970267e+01
1.513095458984375000e+03,3.816676745609896670e+01
1.512657958984375000e+03,3.799063541135203081e+01
1.512220458984375000e+03,3.820829143166308484e+01
1.511782958984375000e+03,3.857328738644732624e+01
1.511345458984375000e+03,3.857698522995788437e+01
1.510907958984375000e+03,3.812148962124334162e+01
1.510470458984375000e+03,3.806103417234207598e+01
1.510032958984375000e+03,3.783477196959366040e+01
1.509595458984375000e+03,3.748204931129385642e+01
1.509157958984375000e+03,3.679405458827686459e+01
1.508720458984375000e+03,3.665593959834470184e+01
1.508282958984375000e+03,3.667317766086175368e+01
1.507845458984375000e+03,3.668348248056769023e+01
1.507407958984375000e+03,3.670669286137352572e+01
1.506970458984375000e+03,3.689249815343847416e+01
1.506532958984375000e+03,3.689408330321773377e+01
1.506095458984375000e+03,3.714098697200969923e+01
1.505657958984375000e+03,3.730114475737771329e+01
1.505220458984375000e+03,3.735383334015020296e+01
1.504782958984375000e+03,3.731598065768162087e+01
1.504345458984375000e+03,3.714461669771219476e+01
1.503907958984375000e+03,3.686673512663502095e+01
1.503470458984375000e+03,3.633769662320746363e+01
1.503032958984375000e+03,3.621061056327969396e+01
1.502595458984375000e+03,3.608669138940466325e+01
1.502157958984375000e+03,3.633943425514662806e+01
1.501720458984375000e+03,3.652092800700357600e+01
1.501282958984375000e+03,3.667764565302886126e+01
1.500845458984375000e+03,3.695855520172625575e+01
1.500407958984375000e+03,3.729268515620962177e+01
1.499970458984375000e+03,3.735699171564871790e+01
1.499532958984375000e+03,3.739888025968211593e+01
1.499095458984375000e+03,3.726329529312875621e+01
1.498657958984375000e+03,3.696377741064860345e+01
1.498220458984375000e+03,3.662351095597776407e+01
1.497782958984375000e+03,3.641454093731944397e+01
1.497345458984375000e+03,3.615366884968410233e+01
1.496907958984375000e+03,3.616001632011025180e+01
1.496470458984375000e+03,3.640913524813136348e+01
1.496032958984375000e+03,3.673900878837950046e+01
1.495595458984375000e+03,3.695927301851558866e+01
1.495157958984375000e+03,3.749072112387064237e+01
1.494720458984375000e+03,3.757553264480787902e+01
1.494282958984375000e+03,3.764992074973293512e+01
1.493845458984375000e+03,3.743981940998573066e+01
1.493407958984375000e+03,3.722949636286935515e+01
1.492970458984375000e+03,3.714738712714591173e+01
1.492532958984375000e+03,3.686007013977827995e+01
1.492095458984375000e+03,3.646547322221729814e+01
1.491657958984375000e+03,3.616918643973674818e+01
1.491220458984375000e+03,3.619894208177112205e+01
1.490782958984375000e+03,3.628894646512053157e+01
1.490345458984375000e+03,3.651410623548132151e+01
1.489907958984375000e+03,3.672210494759612232e+01
1.489470458984375000e+03,3.686077556565457769e+01
1.489032958984375000e+03,3.708070406018755705e+01
1.488595458984375000e+03,3.727437229805390473e+01
1.488157958984375000e+03,3.715403421188106847e+01
1.487720458984375000e+03,3.705687762665989737e+01
1.487282958984375000e+03,3.710500519777781392e+01
1.486845458984375000e+03,3.712481561607747693e+01
1.486407958984375000e+03,3.668390039841231953e+01
1.485970458984375000e+03,3.649370882525386151e+01
